Unnamed: 0_comp1	ensembl_gene_id	mgi_symbol_comp1	chromosome_name_comp1	start_position_comp1	end_position_comp1	strand_comp1	gene_biotype_comp1	baseMean_comp1	log2FoldChange_comp1	lfcSE_comp1	pvalue_comp1	padj_comp1	isTF_comp1	Unnamed: 0_comp2	mgi_symbol_comp2	chromosome_name_comp2	start_position_comp2	end_position_comp2	strand_comp2	gene_biotype_comp2	baseMean_comp2	log2FoldChange_comp2	lfcSE_comp2	pvalue_comp2	padj_comp2	isTF_comp2	score	p	convergence
17	ENSMUSG00000000078	Klf6	13	5911481.0000000000000000000000000000000000000000000000000000000000000000	5920393.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	539.4717539336080562861752696335315704345703125000000000000000000000	0.9493822578881949691975705718505196273326873779296875000000000000	0.1329181265647710052935082103431341238319873809814453125000000000	0.0000000000000012029240953961401932533900208578503539011525687308	0.0000000000008802541171972709843446277727088517629566374878002932	Yes	191	Klf6	13	5911481.0000000000000000000000000000000000000000000000000000000000000000	5920393.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	539.4717539336080562861752696335315704345703125000000000000000000000	1.2204331837213000522268657732638530433177947998046875000000000000	0.1154255344374539998808515406381047796458005905151367187500000000	0.0000000000000000000000000002556563004090829866771312656577573673	0.0000000000000000000000000217133848441682987889099760809676930207	Yes	2.0834057185831627023731016379315406084060668945312500000000000000	0.0025500000000000001831867990631508291698992252349853515625000000	high
10485	ENSMUSG00000000085	Scmh1	4	120262478.0000000000000000000000000000000000000000000000000000000000000000	120387383.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	519.2930999999999812644091434776782989501953125000000000000000000000	-0.0188669399999999987116439115197863429784774780273437500000000000	0.0894336200000000053345061701293161604553461074829101562500000000	0.7862050999999999900680336395453196018934249877929687500000000000	0.9182398999999999977816855789569672197103500366210937500000000000	Yes	5808	Scmh1	4	120262478.0000000000000000000000000000000000000000000000000000000000000000	120387383.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	519.2930832582189850654685869812965393066406250000000000000000000000	-0.2047846813927010067857281683245673775672912597656250000000000000	0.0985647641634732063486978859145892783999443054199218750000000000	0.0297229355855730993651864224602832109667360782623291015625000000	0.0830174691923497992673830481180630158632993698120117187500000000	Yes	0.0294699797899337333217939516316619119606912136077880859375000000	0.2467249999999999998667732370449812151491641998291015625000000000	high
7720	ENSMUSG00000000093	Tbx2	11	85723377.0000000000000000000000000000000000000000000000000000000000000000	85732774.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	47.5312199999999975830178300384432077407836914062500000000000000000	0.0563972400000000012587619835358054842799901962280273437500000000	0.1545253000000000043190340193177689798176288604736328125000000000	0.4737834000000000211905160085734678432345390319824218750000000000	0.7518238999999999894185975790605880320072174072265625000000000000	Yes	5410	Tbx2	11	85723377.0000000000000000000000000000000000000000000000000000000000000000	85732774.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	47.5312188570596987347016693092882633209228515625000000000000000000	0.4130834208286949804644905270833987742662429809570312500000000000	0.2248140524320650091016915439467993564903736114501953125000000000	0.0204135950372488009230131922322470927610993385314941406250000000	0.0612105986495841969396991544272168539464473724365234375000000000	Yes	0.1189171854367390840367946225342166144400835037231445312500000000	0.1262250000000000038635761256955447606742382049560546875000000000	high
9538	ENSMUSG00000000094	Tbx4	11	85777248.0000000000000000000000000000000000000000000000000000000000000000	85806923.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	47.3757700000000028239810490049421787261962890625000000000000000000	-0.0320356099999999990868282395695132436230778694152832031250000000	0.1541935999999999862275501527619780972599983215332031250000000000	0.6769165000000000320667936648533213883638381958007812500000000000	0.8695273000000000029885427466069813817739486694335937500000000000	Yes	13293	Tbx4	11	85777248.0000000000000000000000000000000000000000000000000000000000000000	85806923.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	47.3757701303317020347094512544572353363037109375000000000000000000	0.0792522155866643984722941240761429071426391601562500000000000000	0.2157455395572059897446592913183849304914474487304687500000000000	0.6456858549880609698945477248344104737043380737304687500000000000	0.7879114485629860054061168739281129091978073120117187500000000000	Yes	-0.0008044179842310145937128718074404787330422550439834594726562500	0.4616749999999999465316591340524610131978988647460937500000000000	low
8990	ENSMUSG00000000134	Tfe3	X	7628799.0000000000000000000000000000000000000000000000000000000000000000	7641441.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	142.4252999999999929059413261711597442626953125000000000000000000000	0.0413539200000000023438317953150544781237840652465820312500000000	0.1241840000000000027169377858626830857247114181518554687500000000	0.6114317000000000223991492021013982594013214111328125000000000000	0.8333690000000000264179789155605249106884002685546875000000000000	Yes	4757	Tfe3	X	7628799.0000000000000000000000000000000000000000000000000000000000000000	7641441.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	142.4253178533170114405947970226407051086425781250000000000000000000	0.3536987367670810233910572151216911152005195617675781250000000000	0.1521277688093859992157774740917375311255455017089843750000000000	0.0094973053146789002815220115394367894623428583145141601562500000	0.0323870689120710000818981200154667021706700325012207031250000000	Yes	0.0960058522292044358437124174088239669799804687500000000000000000	0.1422750000000000125677246387567720375955104827880859375000000000	high
5446	ENSMUSG00000000282	Mnt	11	74721746.0000000000000000000000000000000000000000000000000000000000000000	74736551.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	201.0849000000000046384229790419340133666992187500000000000000000000	-0.0977968200000000065230665313720237463712692260742187500000000000	0.1274026000000000047318593487943871878087520599365234375000000000	0.2450553000000000036795455571336788125336170196533203125000000000	0.5514141999999999654846760677173733711242675781250000000000000000	Yes	9470	Mnt	11	74721746.0000000000000000000000000000000000000000000000000000000000000000	74736551.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	201.0849026184990009369357721880078315734863281250000000000000000000	-0.1526941535348929901427794675328186713159084320068359375000000000	0.1441188287762940056779825681587681174278259277343750000000000000	0.2433589299337609868079113084604614414274692535400390625000000000	0.4168879702142779808404782215802697464823722839355468750000000000	Yes	0.0092680405781026264921962365406216122210025787353515625000000000	0.3372499999999999942268402719491859897971153259277343750000000000	high
7043	ENSMUSG00000000317	Bcl6b	11	70114954.0000000000000000000000000000000000000000000000000000000000000000	70120624.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	106.9956999999999993633537087589502334594726562500000000000000000000	-0.0671722700000000061404392681652097962796688079833984375000000000	0.1539390999999999953828933030308689922094345092773437500000000000	0.4010742999999999947036144476442132145166397094726562500000000000	0.6977086999999999594734845231869257986545562744140625000000000000	Yes	365	Bcl6b	11	70114954.0000000000000000000000000000000000000000000000000000000000000000	70120624.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	106.9957032791910052083039772696793079376220703125000000000000000000	1.9929552288569098994486239462275989353656768798828125000000000000	0.2434654984498539898041258311423007398843765258789062500000000000	0.0000000000000000000401656471024461037204059546860322955844188529	0.0000000000000000017851154172489898409309122174797721772328790001	Yes	-1.3773575219562128602035500080091878771781921386718750000000000000	0.0038000000000000255795384873636066913604736328125000000000000000	low
8890	ENSMUSG00000000435	Myf5	10	107318769.0000000000000000000000000000000000000000000000000000000000000000	107321995.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	19.7433499999999995111465977970510721206665039062500000000000000000	0.0353066100000000021585933041023963596671819686889648437500000000	0.1710715999999999903380398791341576725244522094726562500000000000	0.6019972999999999574427533843845594674348831176757812500000000000	0.8296982000000000523343146596744190901517868041992187500000000000	Yes	13840	Myf5	10	107318769.0000000000000000000000000000000000000000000000000000000000000000	107321995.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	19.7433521696660996269656607182696461677551269531250000000000000000	-0.0701513136150248989286737355541845317929983139038085937500000000	0.2709429675395120251657488097407622262835502624511718750000000000	0.7062928884595039979998887247347738593816757202148437500000000000	0.8278128068967139929767995454312767833471298217773437500000000000	Yes	-0.0006528975777799307178908549964546637056628242135047912597656250	0.4664500000000000312638803734444081783294677734375000000000000000	low
11382	ENSMUSG00000000440	Pparg	6	115337912.0000000000000000000000000000000000000000000000000000000000000000	115467360.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	34.7271100000000032537172955926507711410522460937500000000000000000	-0.0095306230000000002194893156115540477912873029708862304687500000	0.1654451000000000115974785330763552337884902954101562500000000000	0.8911864999999999925606175565917510539293289184570312500000000000	0.9593055999999999805538664077175781130790710449218750000000000000	Yes	4800	Pparg	6	115337912.0000000000000000000000000000000000000000000000000000000000000000	115467360.0000000000000000000000000000000000000000000000000000000000000000	1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	34.7271053419572979237273102626204490661621093750000000000000000000	0.5224318405929430086942488742351997643709182739257812500000000000	0.2882045054695450136961198950302787125110626220703125000000000000	0.0100234553997706997419125940496087423525750637054443359375000000	0.0338751028114750024622381374683754984289407730102539062500000000	Yes	-0.1825923714417209409166531486334861256182193756103515625000000000	0.0874500000000000277111666946439072489738464355468750000000000000	low
8685	ENSMUSG00000000552	Zfp385a	15	103222322.0000000000000000000000000000000000000000000000000000000000000000	103248520.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	107.2289999999999992041921359486877918243408203125000000000000000000	0.0453833900000000026175861478350270772352814674377441406250000000	0.1323242000000000029302782422746531665325164794921875000000000000	0.5797280000000000210746975426445715129375457763671875000000000000	0.8178269999999999706474795857502613216638565063476562500000000000	Yes	11830	Zfp385a	15	103222322.0000000000000000000000000000000000000000000000000000000000000000	103248520.0000000000000000000000000000000000000000000000000000000000000000	-1.0000000000000000000000000000000000000000000000000000000000000000	protein_coding	107.2289973322280047796084545552730560302734375000000000000000000000	-0.1031542179343900023091862294677412137389183044433593750000000000	0.1672374876143229993630257013137452304363250732421875000000000000	0.4821987574981049795574961081001674756407737731933593750000000000	0.6612196317949490254051170268212445080280303955078125000000000000	Yes	-0.0023281695679406178706161156810594548005610704421997070312500000	0.4306999999999999717559262535360176116228103637695312500000000000	low
